marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(_),type_2
SUBARU,LEGACY OUTBACK 2.5I BVA4,MJB4714AF761,11.0,127.0,A 4,11.7,6.9,8.7,205.0,ES,F,  1600,MJB4714A
SUZUKI,GRAND VITARA 3P 1.6L VVT,MJS2304JP781,7.0,78.0,M 5,10.5,7.5,8.6,205.0,ES,F,  1600,MJS2304J
JEEP,COMPASS 2.4L BVM5,MJ42702E6475,11.0,125.0,M 5,10.5,7.6,8.7,206.0,ES,F,  1600,MJ42702E
KIA,CARENS 2.0 BVA 5PL,MKA3604HD535,9.0,106.3,A 4,11.7,6.9,8.6,206.0,ES,F,  1600,MKA3604H
KIA,CARENS 2.0 BVA 7PL,MKA3604H5685,9.0,106.3,A 4,11.7,6.9,8.6,206.0,ES,F,  1600,MKA3604H
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36F4A0O99,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36F4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36F4ALO21,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36F4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36F4AMO22,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36F4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36F4APO24,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36F4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36F4APO25,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36F4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36F4AZO98,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36F4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36V4A8152,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36V4A
MERCEDES-BENZ,C 180 K STATION WAGON BVA5,MMB36V4A9153,9.0,105.0,A 5,12.1,6.7,8.7,206.0,ES,F,  1600,MMB36V4A
MERCEDES-BENZ,C 200 K BERLINE BVM6,MMB17F2ANP54,10.0,120.0,M 6,12.1,6.6,8.6,206.0,ES,F,  1600,MMB17F2A
MERCEDES-BENZ,C 200 K BERLINE BVM6,MMB17F2APP55,10.0,120.0,M 6,12.1,6.6,8.6,206.0,ES,F,  1600,MMB17F2A
MERCEDES-BENZ,C 200 K BERLINE BVM6,MMB17T2A0284,10.0,120.0,M 6,12.1,6.6,8.6,206.0,ES,F,  1600,MMB17T2A
MERCEDES-BENZ,C 200 K BERLINE BVM6,MMB17T2AZ283,10.0,120.0,M 6,12.1,6.6,8.6,206.0,ES,F,  1600,MMB17T2A
MERCEDES-BENZ,C 200 K COUPE SPORT BVM6,MMB17S1AZ893,10.0,120.0,M 6,12.1,6.6,8.6,206.0,ES,F,  1600,MMB17S1A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4ALO02,10.0,120.0,A 5,12.4,6.6,8.7,206.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4APO05,10.0,120.0,A 5,12.4,6.6,8.7,206.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4ATO91,10.0,120.0,A 5,12.4,6.6,8.7,206.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37V4AT136,10.0,120.0,A 5,12.4,6.6,8.7,206.0,ES,F,  1600,MMB37V4A
VOLVO,V70 2.5LT (200ch) BVM6,MVV1624LU024,9.0,107.0,M 5,11.7,6.9,8.6,206.0,ES,F,  1600,MVV1624L
ALFA-ROMEO,159 SW 1.9L JTS,MAL1704M5757,10.0,118.0,M 6,12.3,6.7,8.8,207.0,ES,F,  1600,MAL1704M
ALFA-ROMEO,GT COUPE 2.0L JTS,MAL1701K6500,11.0,122.0,M 5,12.2,6.7,8.7,207.0,ES,F,  1600,MAL1701K
ALFA-ROMEO,GT COUPE 2.0L JTS SELESPEED,MAL1701K5499,11.0,122.0,M 5,12.2,6.7,8.7,207.0,ES,F,  1600,MAL1701K
BMW,Z4 2.5si ROADSTER,MBM3955JF177,14.0,160.0,A 6,12.4,6.6,8.7,207.0,ES,F,  1600,MBM3955J
BMW,Z4 3.0si COUPE,MBM1951JC188,17.0,195.0,M 6,12.8,6.3,8.7,207.0,ES,F,  1600,MBM1951J
JEEP,COMPASS 2.4L CVT,MJ49702EJ552,11.0,125.0,V 0,10.8,7.4,8.7,207.0,ES,F,  1600,MJ49702E
JEEP,COMPASS 2.4L CVT RALLY,MJ49702EJ553,11.0,125.0,V 0,10.8,7.4,8.7,207.0,ES,F,  1600,MJ49702E
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AVN96,10.0,120.0,M 6,12.0,6.7,8.7,207.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AXO88,10.0,120.0,M 6,12.0,6.7,8.7,207.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AYN99,10.0,120.0,M 6,12.0,6.7,8.7,207.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVM6,MMB17V4AL130,10.0,120.0,M 6,12.0,6.7,8.7,207.0,ES,F,  1600,MMB17V4A
MERCEDES-BENZ,CLK 200 K CABRIOLET BVA5,MMB37T5MJ088,10.0,120.0,A 5,12.6,6.5,8.7,207.0,ES,F,  1600,MMB37T5M
MERCEDES-BENZ,CLK 200 K COUPE BVA5,MMB38G1MUH82,12.0,135.0,A 5,12.6,6.5,8.7,207.0,ES,F,  1600,MMB38G1M
MERCEDES-BENZ,CLK 200 K COUPE BVA5,MMB38G1MVH83,12.0,135.0,A 5,12.6,6.5,8.7,207.0,ES,F,  1600,MMB38G1M
MERCEDES-BENZ,CLK 200 K COUPE BVA5,MMB38Z1M0714,12.0,135.0,A 5,12.6,6.5,8.7,207.0,ES,F,  1600,MMB38Z1M
MERCEDES-BENZ,CLK 200 K COUPE BVA5,MMB38Z1MZ713,12.0,135.0,A 5,12.6,6.5,8.7,207.0,ES,F,  1600,MMB38Z1M
MERCEDES-BENZ,CLK 200 K COUPE BVM6,MMB18G1MQH80,12.0,135.0,M 6,12.2,6.7,8.7,207.0,ES,F,  1600,MMB18G1M
MERCEDES-BENZ,CLK 200 K COUPE BVM6,MMB18G1MYH79,12.0,135.0,M 6,12.2,6.7,8.7,207.0,ES,F,  1600,MMB18G1M
MERCEDES-BENZ,CLK 200 K COUPE BVM6,MMB18Z1MU710,12.0,135.0,M 6,12.2,6.7,8.7,207.0,ES,F,  1600,MMB18Z1M
MERCEDES-BENZ,CLK 200 K COUPE BVM6,MMB18Z1MV711,12.0,135.0,M 6,12.2,6.7,8.7,207.0,ES,F,  1600,MMB18Z1M
MERCEDES-BENZ,CLK 280 COUPE BVA5,MMB38G5MZI06,12.0,135.0,A 5,12.6,6.5,8.7,207.0,ES,F,  1600,MMB38G5M
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38F2CVQ74,12.0,135.0,A 5,12.4,6.6,8.7,207.0,ES,F,  1600,MMB38F2C
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38F2CXQ76,12.0,135.0,A 5,12.4,6.6,8.7,207.0,ES,F,  1600,MMB38F2C
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38F2CZQ78,12.0,135.0,A 5,12.4,6.6,8.7,207.0,ES,F,  1600,MMB38F2C
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38U2CP364,12.0,135.0,A 5,12.4,6.6,8.7,207.0,ES,F,  1600,MMB38U2C
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38U2CR366,12.0,135.0,A 5,12.4,6.6,8.7,207.0,ES,F,  1600,MMB38U2C
RENAULT,"LAGUNA III Berline 2.0L (170ch) BVA6 roues 16""",MRE3732C5153,11.0,125.0,A 6,13.0,6.5,8.8,207.0,ES,F,  1600,MRE3732C
RENAULT,"LAGUNA III Berline 2.0L (170ch) BVA6 roues 16""",MRE3732C6154,11.0,125.0,A 6,13.0,6.5,8.8,207.0,ES,F,  1600,MRE3732C
RENAULT,"LAGUNA III Berline 2.0L (170ch) BVA6 roues 18""",MRE3732CK168,11.0,125.0,A 6,13.0,6.5,8.8,207.0,ES,F,  1600,MRE3732C
RENAULT,"LAGUNA III CoupÚ 2.0L (170ch) BVA6 roues 17""",MRE3731CN331,11.0,125.0,A 6,13.0,6.5,8.8,207.0,ES,F,  1600,MRE3731C
RENAULT,"LAGUNA III CoupÚ 2.0L (170ch) BVA6 roues 18""",MRE3731C3347,11.0,125.0,A 6,13.0,6.5,8.8,207.0,ES,F,  1600,MRE3731C
SUBARU,LEGACY OUTBACK 2.5I BVA4,MJB4714AL634,10.0,121.0,A 4,12.1,6.8,8.8,207.0,ES,F,  1600,MJB4714A
SUBARU,LEGACY SW 2.0R BVA4,MJB4714AH630,10.0,121.0,A 4,12.1,6.9,8.8,207.0,ES,F,  1600,MJB4714A
MERCEDES-BENZ,C 200 K BERLINE BVA5,MMB37F2ASP57,10.0,120.0,A 5,12.3,6.6,8.7,208.0,ES,F,  1600,MMB37F2A
MERCEDES-BENZ,C 200 K BERLINE BVA5,MMB37F2ATP58,10.0,120.0,A 5,12.3,6.6,8.7,208.0,ES,F,  1600,MMB37F2A
MERCEDES-BENZ,C 200 K BERLINE BVA5,MMB37T2A4286,10.0,120.0,A 5,12.3,6.6,8.7,208.0,ES,F,  1600,MMB37T2A
MERCEDES-BENZ,C 200 K BERLINE BVA5,MMB37T2A5287,10.0,120.0,A 5,12.3,6.6,8.7,208.0,ES,F,  1600,MMB37T2A
MERCEDES-BENZ,C 200 K COUPE SPORT BVA5,MMB37S1A3895,10.0,120.0,A 5,12.3,6.6,8.7,208.0,ES,F,  1600,MMB37S1A
PEUGEOT,407 SW 2.0e 16V (141ch) BVA,MPE3614PG260,9.0,103.0,A 4,12.7,6.4,8.8,208.0,ES,F,  1600,MPE3614P
PGO,CEVENNES,MPJ1505B0002,9.0,100.0,M 5,12.1,6.6,8.7,208.0,ES,F,  1600,MPJ1505B
PGO,SPEEDSTER II,MPJ1505AY001,9.0,100.0,M 5,12.1,6.6,8.7,208.0,ES,F,  1600,MPJ1505A
VOLKSWAGEN,PASSAT 2.0 16S FSI (150ch) 4MOTION,MVW26I2E1W60,10.0,110.0,M 6,12.0,6.8,8.7,208.0,ES,F,  1600,MVW26I2E
VOLVO,C30 T5 BVM6,MVV1911VC785,15.0,169.0,M 6,12.5,6.5,8.7,208.0,ES,F,  1600,MVV1911V
VOLVO,S40 T5,MVV1912F8892,15.0,169.0,M 6,12.5,6.4,8.7,208.0,ES,F,  1600,MVV1912F
VOLVO,V50 T5,MVV1914U7908,15.0,169.0,M 6,12.5,6.4,8.7,208.0,ES,F,  1600,MVV1914U
ALFA-ROMEO,159 SW 1.9L JTS TI,MAL1704MP705,10.0,118.0,M 6,12.4,6.7,8.8,209.0,ES,F,  1600,MAL1704M
BMW,Z4 3.0si COUPE,MBM3951JJ189,17.0,195.0,A 6,12.7,6.5,8.8,209.0,ES,F,  1600,MBM3951J
MERCEDES-BENZ,SLK 200K BVM6,MMB17A5Q1N17,10.0,120.0,M 6,12.6,6.5,8.7,209.0,ES,F,  1600,MMB17A5Q
MERCEDES-BENZ,SLK 200K BVM6,MMB17A5Q2N18,10.0,120.0,M 6,12.6,6.5,8.7,209.0,ES,F,  1600,MMB17A5Q
SUBARU,LEGACY 2.0R BVM5,MJB2712AV618,11.0,121.0,M 5,12.4,6.8,8.8,209.0,ES,F,  1600,MJB2712A
VOLVO,S60 2.4L (140ch),MVV1612RU544,9.0,103.0,M 5,12.2,6.8,8.8,209.0,ES,F,  1600,MVV1612R
MERCEDES-BENZ,E 200 K BERLINE BVM6,MMB18F2CPQ70,12.0,135.0,M 6,12.2,6.7,8.8,210.0,ES,F,  1600,MMB18F2C
MERCEDES-BENZ,E 200 K BERLINE BVM6,MMB18F2CRQ72,12.0,135.0,M 6,12.2,6.7,8.8,210.0,ES,F,  1600,MMB18F2C
MERCEDES-BENZ,E 200 K BERLINE BVM6,MMB18G2CJM31,12.0,135.0,M 6,12.2,6.7,8.8,210.0,ES,F,  1600,MMB18G2C
MERCEDES-BENZ,E 200 K BERLINE BVM6,MMB18G2CKM32,12.0,135.0,M 6,12.2,6.7,8.8,210.0,ES,F,  1600,MMB18G2C
MERCEDES-BENZ,E 200 K BERLINE BVM6,MMB18U2CJ360,12.0,135.0,M 6,12.2,6.7,8.8,210.0,ES,F,  1600,MMB18U2C
RENAULT,"LAGUNA III Break 2.0L (170ch) BVA6 roues 16""",MRE3734CQ001,11.0,125.0,A 6,13.0,6.7,8.9,210.0,ES,F,  1600,MRE3734C
RENAULT,"LAGUNA III Break 2.0L (170ch) BVA6 roues 16"" et 17""",MRE3734CP000,11.0,125.0,A 6,13.0,6.7,8.9,210.0,ES,F,  1600,MRE3734C
RENAULT,"LAGUNA III Break 2.0L (170ch) BVA6 roues 18""",MRE3734C7018,11.0,125.0,A 6,13.0,6.7,8.9,210.0,ES,F,  1600,MRE3734C
SUBARU,LEGACY OUTBACK 2.5I BVM5,MJB2714AD632,11.0,121.0,M 5,12.2,7.0,8.9,210.0,ES,F,  1600,MJB2714A
SUZUKI,GRAND VITARA 5P 2.0L AUTO BVA4,MJS4604JU858,9.0,103.0,A 4,11.2,7.5,8.9,210.0,ES,F,  1600,MJS4604J
ALFA-ROMEO,147 3P 2.0L SELESPEED,MAL1601JX599,10.0,110.0,M 5,12.1,7.0,8.9,211.0,ES,F,  1600,MAL1601J
ALFA-ROMEO,147 3P 2.0L TS,MAL1601JZ601,10.0,110.0,M 5,12.1,7.0,8.9,211.0,ES,F,  1600,MAL1601J
ALFA-ROMEO,147 5P 2.0L,MAL1602JD613,10.0,110.0,M 5,12.1,7.0,8.9,211.0,ES,F,  1600,MAL1602J
ALFA-ROMEO,147 5P 2.0L SELESPEED,MAL1602JB611,10.0,110.0,M 5,12.1,7.0,8.9,211.0,ES,F,  1600,MAL1602J
BMW,Z4 3.0si ROADSTER,MBM3955JL183,17.0,195.0,A 6,12.7,6.5,8.8,211.0,ES,F,  1600,MBM3955J
CITROEN,C4 PICASSO 4PL 2.0i (145ch) BVA4,MCT3616V3115,9.0,103.0,A 4,12.9,6.6,8.9,211.0,ES,F,  1600,MCT3616V
DODGE,CALIBER SRT4 2.4L BVM6,MB31902BP072,20.0,217.0,M 6,12.5,6.8,8.9,211.0,ES,F,  1600,MB31902B
HONDA,ACCORD TOURER 2.4 i-VTEC Luxury AT,MJH3804AY599,13.0,148.0,A 5,12.5,6.8,8.9,211.0,ES,F,  1600,MJH3804A
HONDA,ACCORD TOURER 2.4 i-VTEC Luxury Innova AT,MJH3804A0601,13.0,148.0,A 5,12.5,6.8,8.9,211.0,ES,F,  1600,MJH3804A
MERCEDES-BENZ,SLK 200K BVA5,MMB37A5QYN21,10.0,120.0,A 5,12.5,6.7,8.8,211.0,ES,F,  1600,MMB37A5Q
MERCEDES-BENZ,SLK 200K BVA5,MMB37A5QZN22,10.0,120.0,A 5,12.5,6.7,8.8,211.0,ES,F,  1600,MMB37A5Q
MINI,MINI COOPER S JCW CABRIOLET,MMN1905AR125,13.0,155.0,M 6,11.8,7.1,8.8,211.0,ES,F,  1600,MMN1905A
CITROEN,C5 2.0i 16V (143 ch) BVA4,MCT3612M5231,9.0,103.0,A 4,12.7,6.7,8.9,212.0,ES,F,  1600,MCT3612M
MERCEDES-BENZ,CLK 200 K CABRIOLET BVM6,MMB17T5ME086,11.0,120.0,M 6,12.4,6.8,8.9,212.0,ES,F,  1600,MMB17T5M
MERCEDES-BENZ,CLK 200 K CABRIOLET BVM6,MMB17T5MF087,11.0,120.0,M 6,12.4,6.8,8.9,212.0,ES,F,  1600,MMB17T5M
MERCEDES-BENZ,CLK 200 K CABRIOLET BVM6,MMB18G5MVI04,12.0,135.0,M 6,12.4,6.8,8.9,212.0,ES,F,  1600,MMB18G5M
MERCEDES-BENZ,CLK 200 K CABRIOLET BVM6,MMB18G5MWI05,12.0,135.0,M 6,12.4,6.8,8.9,212.0,ES,F,  1600,MMB18G5M
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38F2C0Q79,12.0,135.0,A 5,12.6,6.8,8.9,212.0,ES,F,  1600,MMB38F2C
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38F2CYQ77,12.0,135.0,A 5,12.6,6.8,8.9,212.0,ES,F,  1600,MMB38F2C
MERCEDES-BENZ,E 200 K BERLINE BVA5,MMB38U2CS367,12.0,135.0,A 5,12.6,6.8,8.9,212.0,ES,F,  1600,MMB38U2C
MERCEDES-BENZ,E 200 K STATION WAGON BVM6,MMB18G4CRO42,12.0,135.0,M 6,12.4,6.7,8.9,212.0,ES,F,  1600,MMB18G4C
MERCEDES-BENZ,E 200 K STATION WAGON BVM6,MMB18G4CSO43,12.0,135.0,M 6,12.4,6.7,8.9,212.0,ES,F,  1600,MMB18G4C
MERCEDES-BENZ,E 200 K STATION WAGON BVM6,MMB18G4CYN86,12.0,135.0,M 6,12.4,6.7,8.9,212.0,ES,F,  1600,MMB18G4C
MERCEDES-BENZ,E 200 K STATION WAGON BVM6,MMB18G4CZN87,12.0,135.0,M 6,12.4,6.7,8.9,212.0,ES,F,  1600,MMB18G4C
MERCEDES-BENZ,E 200 K STATION WAGON BVM6,MMB18U4CF898,12.0,135.0,M 6,12.4,6.7,8.9,212.0,ES,F,  1600,MMB18U4C
MERCEDES-BENZ,E 200 K STATION WAGON BVM6,MMB18U4CG899,12.0,135.0,M 6,12.4,6.7,8.9,212.0,ES,F,  1600,MMB18U4C
SUBARU,LEGACY SW 2.0R BVM5,MJB2714A9628,11.0,121.0,M 5,12.5,6.9,9.0,212.0,ES,F,  1600,MJB2714A
TOYOTA,RAV4 (152ch) VVT-i BVA4,MJT4762BC544,10.0,112.0,A 4,11.6,7.4,9.0,212.0,ES,F,  1600,MJT4762B
TOYOTA,RAV4 (152ch) VVT-i BVA4,MJT4762BN846,10.0,112.0,A 4,11.6,7.4,9.0,212.0,ES,F,  1600,MJT4762B
TOYOTA,RAV4 (152ch) VVT-i BVA5,MJT4772B9443,10.0,112.0,A 4,11.6,7.4,9.0,212.0,ES,F,  1600,MJT4772B
TOYOTA,RAV4 (152ch) VVT-i BVA6,MJT4772BA444,10.0,112.0,A 4,11.6,7.4,9.0,212.0,ES,F,  1600,MJT4772B
VOLKSWAGEN,PASSAT SW 2.0 16S FSI (150ch) 4MOTION,MVW26I4E5X32,10.0,110.0,M 6,12.2,7.0,8.9,212.0,ES,F,  1600,MVW26I4E
VOLVO,C70 2.4L (140ch),MVV1615PR961,9.0,103.0,M 5,12.8,6.7,8.9,212.0,ES,F,  1600,MVV1615P
VOLVO,S60 2.4L (170ch),MVV1712R2542,11.0,125.0,M 5,12.3,6.8,8.9,212.0,ES,F,  1600,MVV1712R
AUDI,A4 V6 3.2 FSI quattro,MAU29I2FT637,17.0,195.0,M 6,13.0,6.6,8.9,213.0,ES,F,  1600,MAU29I2F
AUDI,A4 V6 3.2 FSI quattro,MAU29I2FU638,17.0,195.0,M 6,13.0,6.6,8.9,213.0,ES,F,  1600,MAU29I2F
AUDI,A4 V6 3.2 FSI quattro,MAU29I2FV639,17.0,195.0,M 6,13.0,6.6,8.9,213.0,ES,F,  1600,MAU29I2F
AUDI,A4 V6 3.2 FSI quattro,MAU29I2FW640,17.0,195.0,M 6,13.0,6.6,8.9,213.0,ES,F,  1600,MAU29I2F
CITROEN,C8 2.0i 16V,MCT1616NG009,9.0,103.0,M 5,12.0,7.3,9.0,213.0,ES,F,  1600,MCT1616N
CITROEN,C8 2.0i 16V,MCT1616NJ011,9.0,103.0,M 5,12.0,7.3,9.0,213.0,ES,F,  1600,MCT1616N
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AHO00,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AJO01,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AQO90,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AWN97,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AXN98,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6,MMB17F4AYO89,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4AMO03,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4ANO04,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4APO06,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4AQO07,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4AUO92,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37F4AVO93,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37F4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37V4AU137,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37V4A
MERCEDES-BENZ,C 200 K STATION WAGON BVA5,MMB37V4AV138,11.0,120.0,A 5,12.7,6.7,8.9,213.0,ES,F,  1600,MMB37V4A
MERCEDES-BENZ,C 200 K STATION WAGON BVM6,MMB17V4AM131,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17V4A
MERCEDES-BENZ,C 200 K STATION WAGON BVM6,MMB17V4AN132,11.0,120.0,M 6,12.2,6.9,8.9,213.0,ES,F,  1600,MMB17V4A
PEUGEOT,807 2.0e 16V (141ch),MPE1616NM234,9.0,103.0,M 5,12.0,7.3,9.0,213.0,ES,F,  1600,MPE1616N
SAAB,9-5 Berline 2.3T BM5,MSA1902CJ800,17.0,191.0,M 5,12.9,6.6,8.9,213.0,ES,F,  1600,MSA1902C
VOLKSWAGEN,TIGUAN 2.0 TSI (200ch),MVW28J432Y18,13.0,147.0,M 6,12.1,7.1,8.9,213.0,ES,F,  1600,MVW28J43
ALFA-ROMEO,159 2.2L JTS SELESPEED,MAL1802MS738,12.0,136.0,M 6,12.6,7.1,9.1,214.0,ES,F,  1600,MAL1802M
ALFA-ROMEO,159 2.2L JTS SELESPEED TI,MAL1802MT739,12.0,136.0,M 6,12.6,7.1,9.1,214.0,ES,F,  1600,MAL1802M
ALFA-ROMEO,BRERA 2.2L JTS SELESPEED,MAL1801N5777,12.0,136.0,M 6,12.6,7.1,9.1,214.0,ES,F,  1600,MAL1801N
ALFA-ROMEO,BRERA 2.2L JTS SELESPEED,MAL1801N6778,12.0,136.0,M 6,12.6,7.1,9.1,214.0,ES,F,  1600,MAL1801N
ALFA-ROMEO,SPIDER 2.2 JTS  SELESPEED,MAL1805FE786,12.0,136.0,M 6,12.6,7.1,9.1,214.0,ES,F,  1600,MAL1805F
ALFA-ROMEO,SPIDER 2.2 JTS  SELESPEED,MAL1805FF787,12.0,136.0,M 6,12.6,7.1,9.1,214.0,ES,F,  1600,MAL1805F
CITROEN,C5 Break 2.0i 16V (143 ch) BVA4,MCT3614MT251,9.0,103.0,A 4,12.8,6.8,9.0,214.0,ES,F,  1600,MCT3614M
LEXUS,IS 250 V6 2.5L,MJL3902LU211,13.0,153.0,A 6,12.7,7.0,9.1,214.0,ES,F,  1600,MJL3902L
MERCEDES-BENZ,CLK 200 K CABRIOLET BVA5,MMB37T5MJ089,11.0,120.0,A 5,12.8,6.8,9.0,214.0,ES,F,  1600,MMB37T5M
MERCEDES-BENZ,CLK 200 K CABRIOLET BVA5,MMB37T5MK090,11.0,120.0,A 5,12.8,6.8,9.0,214.0,ES,F,  1600,MMB37T5M
MERCEDES-BENZ,CLK 280 COUPE BVA5,MMB38G5M0I07,12.0,135.0,A 5,12.8,6.8,9.0,214.0,ES,F,  1600,MMB38G5M
MERCEDES-BENZ,CLK 280 COUPE BVA5,MMB38G5M1I08,12.0,135.0,A 5,12.8,6.8,9.0,214.0,ES,F,  1600,MMB38G5M
PEUGEOT,407 2.2e 16V (163ch),MPE1712PH225,11.0,120.0,M 6,12.9,6.8,9.0,214.0,ES,F,  1600,MPE1712P
SAAB,9-5 Estate 2.3T BM5,MSA1904C0814,17.0,191.0,M 5,12.4,6.8,8.9,214.0,ES,F,  1600,MSA1904C
VOLVO,C30 2.4L (170ch) BVA5,MVV3711VD969,11.0,125.0,A 5,13.1,6.6,9.0,214.0,ES,F,  1600,MVV3711V
AUDI,A4 V6 3.2 FSI quattro tiptronic,MAU49I2FT635,17.0,195.0,A 6,13.0,6.7,9.0,215.0,ES,F,  1600,MAU49I2F
AUDI,A4 V6 3.2 FSI quattro tiptronic,MAU49I2FU636,17.0,195.0,A 6,13.0,6.7,9.0,215.0,ES,F,  1600,MAU49I2F
BMW,X3 2.0i,MBM2654KR029,10.0,110.0,M 6,12.6,6.9,9.0,215.0,ES,F,  1600,MBM2654K
HONDA,CIVIC 3P 2.0i Type R,MJH1801E3551,13.0,148.0,M 6,12.7,7.0,9.1,215.0,ES,F,  1600,MJH1801E
VOLVO,C70 2.4L (170ch),MVV1715PZ959,11.0,125.0,M 5,12.9,6.7,9.0,215.0,ES,F,  1600,MVV1715P
ALFA-ROMEO,159 SW 2.2L JTS SELESPEED,MAL1804MG758,12.0,136.0,M 6,12.8,7.1,9.2,216.0,ES,F,  1600,MAL1804M
ALFA-ROMEO,159 SW 2.2L JTS SELESPEED TI,MAL1804MH759,12.0,136.0,M 6,12.8,7.1,9.2,216.0,ES,F,  1600,MAL1804M
AUDI,A4 AVANT V6 3.2 FSI quattro,MAU29I4FT500,17.0,195.0,M 6,13.0,6.8,9.1,216.0,ES,F,  1600,MAU29I4F
AUDI,A4 AVANT V6 3.2 FSI quattro,MAU29I4FU501,17.0,195.0,M 6,13.0,6.8,9.1,216.0,ES,F,  1600,MAU29I4F
AUDI,A4 AVANT V6 3.2 FSI quattro,MAU29I4FV502,17.0,195.0,M 6,13.0,6.8,9.1,216.0,ES,F,  1600,MAU29I4F
AUDI,A4 AVANT V6 3.2 FSI quattro,MAU29I4FW503,17.0,195.0,M 6,13.0,6.8,9.1,216.0,ES,F,  1600,MAU29I4F
CADILLAC,BLS 2.0L Turbo 175 Ch BVA,MG63702EY080,11.0,129.0,A 5,12.9,6.7,9.0,216.0,ES,F,  1600,MG63702E
